   -3.141593       20.141564     0.100324
   -3.013365       13.993560     0.081730
   -2.885136        9.936127     0.082426
   -2.756908        7.366286     0.088078
   -2.628680        6.072915     0.086717
   -2.500452        5.962525     0.078289
   -2.372223        6.573648     0.078964
   -2.243995        7.415882     0.072839
   -2.115767        8.295127     0.069950
   -1.987538        8.870680     0.057632
   -1.859310        8.949398     0.048982
   -1.731082        7.984997     0.055922
   -1.602854        6.410475     0.064219
   -1.474625        5.034870     0.066807
   -1.346397        4.788656     0.078895
   -1.218169        6.143246     0.075946
   -1.089940        8.977413     0.075700
   -0.961712       12.894596     0.090176
   -0.833484       17.676835     0.095715
   -0.705256       22.952248     0.105408
   -0.577027       28.444007     0.108081
   -0.448799       33.780288     0.117709
   -0.320571       38.391914     0.145805
   -0.192342       41.723167     0.154947
   -0.064114       43.309949     0.168616
    0.064114       43.017572     0.163901
    0.192342       40.713074     0.174132
    0.320571       36.292533     0.183929
    0.448799       31.133546     0.177752
    0.577027       25.624373     0.181123
    0.705256       20.324470     0.187678
    0.833484       16.073515     0.186708
    0.961712       13.575424     0.198131
    1.089940       12.977260     0.200825
    1.218169       14.768170     0.206019
    1.346397       18.767117     0.200765
    1.474625       25.381829     0.194877
    1.602854       33.963026     0.200024
    1.731082       44.132659     0.222830
    1.859310       53.660835     0.248197
    1.987538       61.931146     0.255990
    2.115767       67.293769     0.270202
    2.243995       68.974820     0.248107
    2.372223       65.421920     0.203208
    2.500452       59.269559     0.179677
    2.628680       51.473404     0.174214
    2.756908       42.851775     0.140960
    2.885136       34.136704     0.119140
    3.013365       26.361103     0.100766
    3.141593       23.332325     0.112112
