   -3.141593       20.146245     0.097885
   -3.013365       13.994464     0.077142
   -2.885136        9.940604     0.076725
   -2.756908        7.373120     0.079179
   -2.628680        6.074407     0.078535
   -2.500452        5.964293     0.075177
   -2.372223        6.577881     0.075237
   -2.243995        7.421565     0.070544
   -2.115767        8.298705     0.066030
   -1.987538        8.869369     0.060682
   -1.859310        8.948173     0.052735
   -1.731082        7.982386     0.053494
   -1.602854        6.407864     0.060317
   -1.474625        5.032259     0.067484
   -1.346397        4.786045     0.071368
   -1.218169        6.140635     0.070228
   -1.089940        8.974802     0.072771
   -0.961712       12.891985     0.074471
   -0.833484       17.674223     0.087379
   -0.705256       22.949636     0.091550
   -0.577027       28.441396     0.101691
   -0.448799       33.777677     0.115159
   -0.320571       38.389303     0.132282
   -0.192342       41.720555     0.144901
   -0.064114       43.307337     0.146488
    0.064114       43.014960     0.149574
    0.192342       40.710462     0.149974
    0.320571       36.289922     0.150154
    0.448799       31.130935     0.149004
    0.577027       25.621762     0.148308
    0.705256       20.321859     0.148747
    0.833484       16.070904     0.150531
    0.961712       13.572812     0.154580
    1.089940       12.974648     0.158133
    1.218169       14.765558     0.156281
    1.346397       18.764506     0.158919
    1.474625       25.379218     0.154336
    1.602854       33.960414     0.169649
    1.731082       44.130047     0.189814
    1.859310       53.658223     0.227050
    1.987538       61.928534     0.237565
    2.115767       67.291158     0.246472
    2.243995       68.972209     0.243265
    2.372223       65.419308     0.200758
    2.500452       59.266948     0.188837
    2.628680       51.470793     0.161918
    2.756908       42.849163     0.135016
    2.885136       34.134092     0.120439
    3.013365       26.360813     0.097765
    3.141593       23.329714     0.103505
