   -3.141593       27.423725     1.159069
   -3.013365       20.956525     1.153145
   -2.885136       16.728703     1.003940
   -2.756908       14.082553     0.930951
   -2.628680       13.516206     0.935576
   -2.500452       13.364051     0.916563
   -2.372223       14.037428     0.922182
   -2.243995       14.813312     0.910291
   -2.115767       15.198169     0.969352
   -1.987538       15.326589     0.993115
   -1.859310       14.711435     1.009495
   -1.731082       13.494502     0.936310
   -1.602854       11.942674     0.947534
   -1.474625       10.314866     0.958315
   -1.346397        9.647946     0.967733
   -1.218169        9.498962     0.971581
   -1.089940        9.994150     0.977550
   -0.961712       10.956426     1.030031
   -0.833484       13.199616     1.009805
   -0.705256       16.103912     1.093262
   -0.577027       20.053776     1.417768
   -0.448799       23.637572     1.832947
   -0.320571       22.500223     1.760897
   -0.192342       26.329244     2.371787
   -0.064114       24.793331     1.828908
    0.064114       34.705230     2.392092
    0.192342       34.477691     2.244217
    0.320571       28.864201     1.393612
    0.448799       22.416170     0.837706
    0.577027       15.619769     0.237032
    0.705256       10.568512     0.222378
    0.833484        6.134106     0.153840
    0.961712        3.482066     0.152941
    1.089940        2.815695     0.153229
    1.218169        4.562045     0.171190
    1.346397        8.998689     0.190508
    1.474625       15.438397     0.325262
    1.602854       25.872895     2.229001
    1.731082             Inf          Inf
    1.859310             Inf          Inf
    1.987538             Inf          Inf
    2.115767             Inf          Inf
    2.243995             Inf          Inf
    2.372223             Inf          Inf
    2.500452             Inf          Inf
    2.628680             Inf          Inf
    2.756908             Inf          Inf
    2.885136             Inf          Inf
    3.013365       27.472469     2.345979
    3.141593       25.251291     2.265880
