   -3.141593       15.183147     0.224152
   -3.013365       10.760029     0.167008
   -2.885136        8.244856     0.131487
   -2.756908        6.911201     0.110832
   -2.628680        6.601431     0.110998
   -2.500452        7.113633     0.114573
   -2.372223        7.972687     0.111736
   -2.243995        9.030259     0.112681
   -2.115767       10.031350     0.114222
   -1.987538       10.658749     0.118748
   -1.859310       10.590214     0.111170
   -1.731082        9.650598     0.085061
   -1.602854        8.077742     0.062723
   -1.474625        5.984144     0.051540
   -1.346397        4.452458     0.061886
   -1.218169        4.210847     0.071398
   -1.089940        5.685067     0.069420
   -0.961712        8.777657     0.076226
   -0.833484       13.226502     0.124634
   -0.705256       18.871149     0.360428
   -0.577027       24.686227     1.105714
   -0.448799       28.715504     2.489951
   -0.320571             Inf          Inf
   -0.192342             Inf          Inf
   -0.064114             Inf          Inf
    0.064114             Inf          Inf
    0.192342             Inf          Inf
    0.320571             Inf          Inf
    0.448799             Inf          Inf
    0.577027             Inf          Inf
    0.705256             Inf          Inf
    0.833484             Inf          Inf
    0.961712             Inf          Inf
    1.089940             Inf          Inf
    1.218169             Inf          Inf
    1.346397             Inf          Inf
    1.474625             Inf          Inf
    1.602854             Inf          Inf
    1.731082             Inf          Inf
    1.859310             Inf          Inf
    1.987538             Inf          Inf
    2.115767             Inf          Inf
    2.243995             Inf          Inf
    2.372223             Inf          Inf
    2.500452             Inf          Inf
    2.628680             Inf          Inf
    2.756908             Inf          Inf
    2.885136       24.200714     1.007508
    3.013365       19.293331     0.412109
    3.141593       17.393669     0.316209
