#! FIELDS phi file.free der_phi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  60
#! SET periodic_phi true
   -3.141592654   15.005695742  -50.402956822
   -3.036872898   10.213124353  -40.998716001
   -2.932153143    6.440539845  -31.009993919
   -2.827433388    3.709398794  -21.278203786
   -2.722713633    1.950737607  -12.601766832
   -2.617993878    1.023232442   -5.395630414
   -2.513274123    0.770413156    0.302341078
   -2.408554368    1.043740182    4.639707846
   -2.303834613    1.703905677    7.614297948
   -2.199114858    2.582422673    8.695074651
   -2.094395102    3.445125200    7.233259548
   -1.989675347    4.014717836    3.139872800
   -1.884955592    4.052549630   -2.721236168
   -1.780235837    3.463794789   -8.464315059
   -1.675516082    2.377871636  -11.879849981
   -1.570796327    1.135137990  -11.223577892
   -1.466076572    0.199590289   -6.098748813
   -1.361356817    0.000000000    2.578080341
   -1.256637061    0.812731534   12.872527174
   -1.151917306    2.699448944   22.782529562
   -1.047197551    5.540353472   30.935834077
   -0.942477796    9.113748057   36.765009494
   -0.837758041   13.175940776   40.304645767
   -0.733038286   17.501628840   41.898541387
   -0.628318531   21.906014135   41.806138374
   -0.523598776   26.214206097   40.092051853
   -0.418879020   30.245765933   36.392462903
   -0.314159265   33.765122229   30.195023109
   -0.209439510   36.488100463   21.184789997
   -0.104719755   38.127987022    9.656305367
    0.000000000   38.473848222   -3.372416644
    0.104719755   37.442601640  -16.303329715
    0.209439510   35.125274106  -27.696451417
    0.314159265   31.749157347  -36.422151668
    0.418879020   27.628577913  -41.822020122
    0.523598776   23.122682514  -43.760967803
    0.628318531   18.595351296  -42.255640162
    0.733038286   14.405958608  -37.283981906
    0.837758041   10.920483908  -28.814690361
    0.942477796    8.503664154  -16.904373772
    1.047197551    7.494971436   -2.014925434
    1.151917306    8.164058688   14.940704434
    1.256637061   10.663523166   32.698920707
    1.361356817   14.996157969   49.712892031
    1.466076572   20.996423862   64.197615003
    1.570796327   28.303887211   74.408432897
    1.675516082   36.382574915   78.646247317
    1.780235837   44.538814247   75.794610779
    1.884955592   52.006250756   65.475006409
    1.989675347   58.029856419   48.472884149
    2.094395102   62.003362554   26.713256413
    2.199114858   63.570170648    3.010516651
    2.303834613   62.682662707  -19.723328569
    2.408554368   59.568791690  -39.203697419
    2.513274123   54.646277933  -54.106015012
    2.617993878   48.427813321  -63.921404930
    2.722713633   41.451657765  -68.616083935
    2.827433388   34.230323672  -68.659524122
    2.932153143   27.209990455  -64.978472515
    3.036872898   20.723043090  -58.601572553
